course_name,description,curriculum,course_links,Full_Info
Twitter Sentiment Analysis,"What is Sentiment Analysis?
Sentiment Analysis or Opinion Mining is a technique used to analyse the emotion in a text. We can extract the attitude or the opinion of a piece of text and get insights on it. 
In the context of machine learning, you can think of Sentiment Analysis as a Classification problem where the text can either have a positive sentiment, a negative sentiment or a neutral one.

What are the applications of Sentiment Analysis in the industry?
In the age of social media, it is extremely common to comment about 
a movie you liked or 
a book you didn’t like or 
a product you bought was not up to the mark.
Therefore, a lot of companies use sentiment analysis for their products since it provides direct feedback of the customer’s opinion.
It is also important to detect and remove hateful content from social media and companies like Twitter, Facebook, etc. extensively use sentiment analysis on a daily basis.
  On what kind of projects would I implement sentiment analysis?
There are a wide variety of projects where you can use Sentiment Analysis. Here are a couple of popular use cases:
Sentiment Analysis can not only be used for customer reviews or product feedback, but in other domains as well.
Analyzing the sentiments on social media on the US Elections, for example, gives useful insights on which candidates are favoured by the public and which are not.
For other interesting problems involving sentiment/emotion detection, you can visit: https://datahack.analyticsvidhya.com/contest/all/

What is the range of sentiments that can be observed and analysed?
In the earlier days of Natural language processing and Sentiment Analysis, the sentiments could hold only 2 or 3 values: Positive or Negative, and Positive, Neutral or Negative.
However, with the advent of deep learning, we can now recognize the subtle emotions in a text as well.
This has made tasks like Sarcasm detection, fake news detection etc. popular in research areas of Natural language processing 

Can I add this project to my resume and use it in my Interview?
Sentiment Analysis is one of the most popular applications of Machine Learning and Classification in Natural language processing
We also encourage you to take up more diverse datasets and apply sentiment analysis on them.
Sentiment Analysis is also one of the first projects you would learn in your Natural language processing journey and as such is commonly asked in interviews.",['Twitter Sentiment Analysis (Using Python)'],https://courses.analyticsvidhya.com/courses/twitter-sentiment-analysis,"course_name: Twitter Sentiment Analysis, description: What is Sentiment Analysis?
Sentiment Analysis or Opinion Mining is a technique used to analyse the emotion in a text. We can extract the attitude or the opinion of a piece of text and get insights on it. 
In the context of machine learning, you can think of Sentiment Analysis as a Classification problem where the text can either have a positive sentiment, a negative sentiment or a neutral one.

What are the applications of Sentiment Analysis in the industry?
In the age of social media, it is extremely common to comment about 
a movie you liked or 
a book you didn’t like or 
a product you bought was not up to the mark.
Therefore, a lot of companies use sentiment analysis for their products since it provides direct feedback of the customer’s opinion.
It is also important to detect and remove hateful content from social media and companies like Twitter, Facebook, etc. extensively use sentiment analysis on a daily basis.
  On what kind of projects would I implement sentiment analysis?
There are a wide variety of projects where you can use Sentiment Analysis. Here are a couple of popular use cases:
Sentiment Analysis can not only be used for customer reviews or product feedback, but in other domains as well.
Analyzing the sentiments on social media on the US Elections, for example, gives useful insights on which candidates are favoured by the public and which are not.
For other interesting problems involving sentiment/emotion detection, you can visit: https://datahack.analyticsvidhya.com/contest/all/

What is the range of sentiments that can be observed and analysed?
In the earlier days of Natural language processing and Sentiment Analysis, the sentiments could hold only 2 or 3 values: Positive or Negative, and Positive, Neutral or Negative.
However, with the advent of deep learning, we can now recognize the subtle emotions in a text as well.
This has made tasks like Sarcasm detection, fake news detection etc. popular in research areas of Natural language processing 

Can I add this project to my resume and use it in my Interview?
Sentiment Analysis is one of the most popular applications of Machine Learning and Classification in Natural language processing
We also encourage you to take up more diverse datasets and apply sentiment analysis on them.
Sentiment Analysis is also one of the first projects you would learn in your Natural language processing journey and as such is commonly asked in interviews., curriculum: Twitter Sentiment Analysis (Using Python), "
Pandas for Data Analysis in Python,"What is Pandas?
How can I install Pandas in Python?
Where is Pandas used in data science?
How difficult is it to learn Pandas?
What is a Pandas dataframe?
Do I need to know Python to learn Pandas?
What kind of data analysis can I perform using Pandas?
Will Pandas help me become a better data scientist?
What kind of data formats can I import using Pandas?

If you’ve asked any of these questions before or are looking to learn Pandas from scratch, you’ve come to the right place.","['Getting Started with Pandas', 'Dataset Description', 'Read & Write Data using Pandas', 'Pandas Dataframes', 'Data Exploration using Pandas', 'Data Manipulation using Pandas', 'Aggregating data using Pandas', 'Merging Data using Pandas', 'Pandas Cheatsheet']",https://courses.analyticsvidhya.com/courses/pandas-for-data-analysis-in-python,"course_name: Pandas for Data Analysis in Python, description: What is Pandas?
How can I install Pandas in Python?
Where is Pandas used in data science?
How difficult is it to learn Pandas?
What is a Pandas dataframe?
Do I need to know Python to learn Pandas?
What kind of data analysis can I perform using Pandas?
Will Pandas help me become a better data scientist?
What kind of data formats can I import using Pandas?

If you’ve asked any of these questions before or are looking to learn Pandas from scratch, you’ve come to the right place., curriculum: Getting Started with Pandas, Dataset Description, Read & Write Data using Pandas, Pandas Dataframes, Data Exploration using Pandas, Data Manipulation using Pandas, Aggregating data using Pandas, Merging Data using Pandas, Pandas Cheatsheet, "
Support Vector Machine (SVM) in Python and R,"Support Vector Machines (SVM) can be a tricky topic to learn if you aren’t asking the right questions. Here are a few key questions about SVM you should know:
What is a Support Vector Machine (SVM)?
Is SVM a must-know algorithm in machine learning?
What kind of machine learning problems can I solve using SVM?
Can I perform both classification and regression using SVM?
What do I need to know before learning SVM?
What is a SVM classifier?
Can I rely on the Support Vector Machine algorithm in a Kaggle or DataHack hackathon?
How difficult is it to learn SVM for a beginner in machine learning?
What is a SVM kernel?

If you are not sure about any of the above questions, it’s the right time to enroll in this free course and start your SVM learning!","['Introduction to Support Vector Machines', 'How does SVM work?', 'SVM Kernels and Hyperparameters', 'Implementing SVM in Python', 'Implementing SVM in R', 'Challenges of SVM']",https://courses.analyticsvidhya.com/courses/support-vector-machine-svm-in-python-and-r,"course_name: Support Vector Machine (SVM) in Python and R, description: Support Vector Machines (SVM) can be a tricky topic to learn if you aren’t asking the right questions. Here are a few key questions about SVM you should know:
What is a Support Vector Machine (SVM)?
Is SVM a must-know algorithm in machine learning?
What kind of machine learning problems can I solve using SVM?
Can I perform both classification and regression using SVM?
What do I need to know before learning SVM?
What is a SVM classifier?
Can I rely on the Support Vector Machine algorithm in a Kaggle or DataHack hackathon?
How difficult is it to learn SVM for a beginner in machine learning?
What is a SVM kernel?

If you are not sure about any of the above questions, it’s the right time to enroll in this free course and start your SVM learning!, curriculum: Introduction to Support Vector Machines, How does SVM work?, SVM Kernels and Hyperparameters, Implementing SVM in Python, Implementing SVM in R, Challenges of SVM, "
Evaluation Metrics for Machine Learning Models,"What is an evaluation metric?
What are the different types of evaluation metrics?
Do I really need to master evaluation metrics to understand machine learning?
What kind of evaluation metrics questions can I expect in an interview?
How do evaluation metrics help me improve my hackathon rankings?
Can I use the same evaluation metrics for regression as well as classification problems?
Is cross validation an evaluation metric?","['Introduction', 'Evaluation Metrics: Classification', 'Evaluation Metrics: Regression', 'What Next?']",https://courses.analyticsvidhya.com/courses/evaluation-metrics-for-machine-learning-models,"course_name: Evaluation Metrics for Machine Learning Models, description: What is an evaluation metric?
What are the different types of evaluation metrics?
Do I really need to master evaluation metrics to understand machine learning?
What kind of evaluation metrics questions can I expect in an interview?
How do evaluation metrics help me improve my hackathon rankings?
Can I use the same evaluation metrics for regression as well as classification problems?
Is cross validation an evaluation metric?, curriculum: Introduction, Evaluation Metrics: Classification, Evaluation Metrics: Regression, What Next?, "
Fundamentals of Regression Analysis,"What is Regression Analysis?
When should you use Regression?
How many types of Regressions do we have?
How much mathematical knowledge is required to understand regression?
Ridge vs. Lasso Regression - what’s the difference?
Which types of problems can be solved using regression?
What are the major challenges faced by regression techniques?
Is Regression Analysis relevant in the industry?
Which programming language works best for regression?
What kind of machine learning projects can you do using regression techniques?","['Welcome to the course!', 'Introduction to Regression', 'Types of Regression', 'Linear Regression', 'Logistic Regression', 'Ridge Regression', 'Lasso Regression', 'Selecting the Right Model', 'What next?']",https://courses.analyticsvidhya.com/courses/Fundamentals-of-Regression-Analysis,"course_name: Fundamentals of Regression Analysis, description: What is Regression Analysis?
When should you use Regression?
How many types of Regressions do we have?
How much mathematical knowledge is required to understand regression?
Ridge vs. Lasso Regression - what’s the difference?
Which types of problems can be solved using regression?
What are the major challenges faced by regression techniques?
Is Regression Analysis relevant in the industry?
Which programming language works best for regression?
What kind of machine learning projects can you do using regression techniques?, curriculum: Welcome to the course!, Introduction to Regression, Types of Regression, Linear Regression, Logistic Regression, Ridge Regression, Lasso Regression, Selecting the Right Model, What next?, "
Getting Started with scikit-learn (sklearn) for Machine Learning,"What is scikit-learn or sklearn?
What’s the difference between scikit-learn and sklearn?
How do I install sklearn?
Do I need to know machine learning to use sklearn?
What kind of machine learning models can I build using sklearn?
How much programming knowledge do I need to have to master sklearn?
Which programming language should I know for sklearn?
What are the different functions or areas that sklearn covers?
Which machine learning focused organization are using sklearn?
What kind of projects can I work on using sklearn?

This free course by Analytics Vidhya will teach you all you need to get started with scikit-learn for machine learning. We will go through the various components of sklearn, how to use sklearn in Python, and of course, we will build machine learning models like linear regression, logistic regression and decision tree using sklearn!","['Welcome to the course!', 'scikit-learn in Python', 'Use of Scikit-learn in Data Science Life Cycle', 'Use of Scikit-Learn in Model Building', 'Machine Learning pipeline using scikit-learn!', 'Next Steps...']",https://courses.analyticsvidhya.com/courses/get-started-with-scikit-learn-sklearn,"course_name: Getting Started with scikit-learn (sklearn) for Machine Learning, description: What is scikit-learn or sklearn?
What’s the difference between scikit-learn and sklearn?
How do I install sklearn?
Do I need to know machine learning to use sklearn?
What kind of machine learning models can I build using sklearn?
How much programming knowledge do I need to have to master sklearn?
Which programming language should I know for sklearn?
What are the different functions or areas that sklearn covers?
Which machine learning focused organization are using sklearn?
What kind of projects can I work on using sklearn?

This free course by Analytics Vidhya will teach you all you need to get started with scikit-learn for machine learning. We will go through the various components of sklearn, how to use sklearn in Python, and of course, we will build machine learning models like linear regression, logistic regression and decision tree using sklearn!, curriculum: Welcome to the course!, scikit-learn in Python, Use of Scikit-learn in Data Science Life Cycle, Use of Scikit-Learn in Model Building, Machine Learning pipeline using scikit-learn!, Next Steps..., "
Convolutional Neural Networks (CNN) from Scratch,"Convolutional Neural Networks, or CNN as they’re popularly called, are the go-to deep learning architecture for computer vision tasks, such as object detection, image segmentation, facial recognition, among others. CNNs have even been extended to the field of video analysis!
If you are picking one deep learning architecture to learn and are not sure where to start, you should go for convolutional neural networks. Deep learning enthusiasts and experts with CNN knowledge are being widely sourced in the industry.
It’s your time to use this CNN skillset and shine!","['Introduction to Neural Networks', 'Introduction to CNNs', 'Architecture of a CNN', 'Mathematics behind CNNs', 'Implementing a CNN', 'What Next?']",https://courses.analyticsvidhya.com/courses/convolutional-neural-networks-cnn-from-scratch,"course_name: Convolutional Neural Networks (CNN) from Scratch, description: Convolutional Neural Networks, or CNN as they’re popularly called, are the go-to deep learning architecture for computer vision tasks, such as object detection, image segmentation, facial recognition, among others. CNNs have even been extended to the field of video analysis!
If you are picking one deep learning architecture to learn and are not sure where to start, you should go for convolutional neural networks. Deep learning enthusiasts and experts with CNN knowledge are being widely sourced in the industry.
It’s your time to use this CNN skillset and shine!, curriculum: Introduction to Neural Networks, Introduction to CNNs, Architecture of a CNN, Mathematics behind CNNs, Implementing a CNN, What Next?, "
Dimensionality Reduction for Machine Learning,"Have you worked on a dataset with more than a thousand features? How about 40,000 features? We are generating data at an unprecedented pace right now and working with massive datasets in machine learning projects is becoming mainstream.
This is where the power of dimensionality reduction techniques comes to the fore. Dimensionality reduction is actually one of the most crucial aspects in machine learning projects.
You can use dimensionality reduction techniques to reduce the number of features in your dataset without having to lose much information and keep (or improve) the model’s performance. It’s a really powerful way to deal with huge datasets, as you’ll see in this course!
Every data scientist, aspiring established, should be aware of the different dimensionality reduction techniques, such as Principal Component Analysis (PCA), Factor Analysis, t-SNE, High Correlation Filter, Missing Value Ratio, among others.
So in this beginner-friendly course, you will learn the basics of dimensionality reduction and why you should know dimensionality reduction in machine learning. We will also cover 12 dimensionality reduction techniques! This course is as comprehensive an introduction as you can get!","['Introduction to the Course', 'Introduction to Dimensionality Reduction', 'Feature Selection Techniques', 'Factor Based Feature Extraction Techniques', 'Projection Based Feature Extraction Techniques']",https://courses.analyticsvidhya.com/courses/dimensionality-reduction-for-machine-learning,"course_name: Dimensionality Reduction for Machine Learning, description: Have you worked on a dataset with more than a thousand features? How about 40,000 features? We are generating data at an unprecedented pace right now and working with massive datasets in machine learning projects is becoming mainstream.
This is where the power of dimensionality reduction techniques comes to the fore. Dimensionality reduction is actually one of the most crucial aspects in machine learning projects.
You can use dimensionality reduction techniques to reduce the number of features in your dataset without having to lose much information and keep (or improve) the model’s performance. It’s a really powerful way to deal with huge datasets, as you’ll see in this course!
Every data scientist, aspiring established, should be aware of the different dimensionality reduction techniques, such as Principal Component Analysis (PCA), Factor Analysis, t-SNE, High Correlation Filter, Missing Value Ratio, among others.
So in this beginner-friendly course, you will learn the basics of dimensionality reduction and why you should know dimensionality reduction in machine learning. We will also cover 12 dimensionality reduction techniques! This course is as comprehensive an introduction as you can get!, curriculum: Introduction to the Course, Introduction to Dimensionality Reduction, Feature Selection Techniques, Factor Based Feature Extraction Techniques, Projection Based Feature Extraction Techniques, "
K-Nearest Neighbors (KNN) Algorithm in Python and R,"What is the K-Nearest Neighbor (KNN) algorithm?
Why should you learn KNN in machine learning?
When should you use KNN?
Can I use KNN for both classification and regression problems?
What kind of projects can you do using KNN?
Do I need to learn Python or R (or any other programming language) to use KNN?
Will machine learning project interviews ask you about KNN?
What does the”K” in KNN stand for?
How to calculate the distance between points in KNN?

This free course by Analytics Vidhya will help you understand what K-Nearest Neighbor (KNN) is, how the KNN algorithm works, and where KNN fits in the machine learning umbrella. We will also showcase how to implement KNN in Python and R. There’s a lot to learn so enroll and get started!","['Introduction', 'K-NEAREST NEIGHBOUR', 'Steps to Build a K-NEAREST NEIGHBOUR Model', 'Implementation in Python and R', ""What's Next?""]",https://courses.analyticsvidhya.com/courses/K-Nearest-Neighbors-KNN-Algorithm,"course_name: K-Nearest Neighbors (KNN) Algorithm in Python and R, description: What is the K-Nearest Neighbor (KNN) algorithm?
Why should you learn KNN in machine learning?
When should you use KNN?
Can I use KNN for both classification and regression problems?
What kind of projects can you do using KNN?
Do I need to learn Python or R (or any other programming language) to use KNN?
Will machine learning project interviews ask you about KNN?
What does the”K” in KNN stand for?
How to calculate the distance between points in KNN?

This free course by Analytics Vidhya will help you understand what K-Nearest Neighbor (KNN) is, how the KNN algorithm works, and where KNN fits in the machine learning umbrella. We will also showcase how to implement KNN in Python and R. There’s a lot to learn so enroll and get started!, curriculum: Introduction, K-NEAREST NEIGHBOUR, Steps to Build a K-NEAREST NEIGHBOUR Model, Implementation in Python and R, What's Next?, "
Ensemble Learning and Ensemble Learning Techniques,"- What is Ensemble Learning?
- Why should you learn Ensemble Learning?
- What are the different types of Ensemble Learning techniques?
- Can you use Ensemble Learning for both Regression and Classification problems?
- What are the most popular Ensemble Learning techniques?
- What’s the intuition behind Bagging in Ensemble Learning?
- Similarly, what’s the idea behind Boosting in Ensemble Learning?
- What’s the difference between Bagging and Boosting?
- Do these Ensemble Learning techniques improve our machine learning model?
- Will learning Ensemble Learning help me crack machine learning interviews and win hackathons?
This course by Analytics Vidhya will introduce you to the concept of ensemble learning and understand the machine learning algorithms that use Ensemble Learning. To cement your understanding of this diverse topic, we will explain the advanced Ensemble Learning techniques in Python using a hands-on case study on a real-life problem!","['Introduction', 'Basic Ensemble Learning Techniques', 'Advanced Ensemble Learning Techniques', 'Advanced Ensemble Learning: Bagging', 'Advanced Ensemble Learning: Boosting', 'What next?']",https://courses.analyticsvidhya.com/courses/ensemble-learning-and-ensemble-learning-techniques,"course_name: Ensemble Learning and Ensemble Learning Techniques, description: - What is Ensemble Learning?
- Why should you learn Ensemble Learning?
- What are the different types of Ensemble Learning techniques?
- Can you use Ensemble Learning for both Regression and Classification problems?
- What are the most popular Ensemble Learning techniques?
- What’s the intuition behind Bagging in Ensemble Learning?
- Similarly, what’s the idea behind Boosting in Ensemble Learning?
- What’s the difference between Bagging and Boosting?
- Do these Ensemble Learning techniques improve our machine learning model?
- Will learning Ensemble Learning help me crack machine learning interviews and win hackathons?
This course by Analytics Vidhya will introduce you to the concept of ensemble learning and understand the machine learning algorithms that use Ensemble Learning. To cement your understanding of this diverse topic, we will explain the advanced Ensemble Learning techniques in Python using a hands-on case study on a real-life problem!, curriculum: Introduction, Basic Ensemble Learning Techniques, Advanced Ensemble Learning Techniques, Advanced Ensemble Learning: Bagging, Advanced Ensemble Learning: Boosting, What next?, "
Linear Programming for Data Science Professionals,"What is linear programming?
Why should you learn linear programming?
What are the different linear programming terminologies?
What programming languages should you know to apply linear programming?
Can I solve a linear programming problem using Microsoft Excel?
What kind of projects can you do using linear programming?
Interview questions - what to expect around linear programming?
What are the applications of linear programming in real-life?

This course explains the concept of linear programming in simple English. We have kept the content as simple as possible so even beginners will be able to quickly pick up how linear programming works. You will, of course, also learn how to solve linear programming problems!

Who is the Introduction to Linear Programming for Data Science Professionals Course for?
This course is for anyone who:
Wants to learn about linear programming
Wants to understand how linear programming works and how to solve linear programming problems
Isn’t a programmer but is curious how to work on linear programming problems (MX Excel!)
Wants to master a niche branch of data science to gain a competitive advantage over their peers
Is looking to solve optimization problems using linear programming
   What do you need to get started with the Introduction to Linear Programming for Data Science Professionals course?
Here’s what you’ll need:
A working laptop/desktop with 4 GB RAM
A working Internet connection
Working knowledge of Microsoft Excel
Optional - Basic knowledge of R
That’s it! You’re all set to learn linear programming and solve optimization problems!
 ","['Introduction to Linear Programming', 'Introduction', 'Tools to Solving Linear Programming Problems', 'Methods to Solve Linear Programing Problems', 'Applications of Linear Programming', 'Conclusion']",https://courses.analyticsvidhya.com/courses/linear-programming,"course_name: Linear Programming for Data Science Professionals, description: What is linear programming?
Why should you learn linear programming?
What are the different linear programming terminologies?
What programming languages should you know to apply linear programming?
Can I solve a linear programming problem using Microsoft Excel?
What kind of projects can you do using linear programming?
Interview questions - what to expect around linear programming?
What are the applications of linear programming in real-life?

This course explains the concept of linear programming in simple English. We have kept the content as simple as possible so even beginners will be able to quickly pick up how linear programming works. You will, of course, also learn how to solve linear programming problems!

Who is the Introduction to Linear Programming for Data Science Professionals Course for?
This course is for anyone who:
Wants to learn about linear programming
Wants to understand how linear programming works and how to solve linear programming problems
Isn’t a programmer but is curious how to work on linear programming problems (MX Excel!)
Wants to master a niche branch of data science to gain a competitive advantage over their peers
Is looking to solve optimization problems using linear programming
   What do you need to get started with the Introduction to Linear Programming for Data Science Professionals course?
Here’s what you’ll need:
A working laptop/desktop with 4 GB RAM
A working Internet connection
Working knowledge of Microsoft Excel
Optional - Basic knowledge of R
That’s it! You’re all set to learn linear programming and solve optimization problems!
 , curriculum: Introduction to Linear Programming, Introduction, Tools to Solving Linear Programming Problems, Methods to Solve Linear Programing Problems, Applications of Linear Programming, Conclusion, "
Naive Bayes from Scratch,"Naive Bayes ranks in the top echelons of the machine learning algorithms pantheon. It is a popular and widely used machine learning algorithm and is often the go-to technique when dealing with classification problems.
The beauty of Naive Bayes lies in it’s incredible speed. You’ll soon see how fast the Naive Bayes algorithm works as compared to other classification algorithms. It works on the Bayes theorem of probability to predict the class of unknown datasets. You’ll learn all about this inside the course!
So whether you’re trying to solve a classic HR analytics problem like predicting who gets promoted, or you’re aiming to predict loan default - the Naive Bayes algorithm will get you on your way.","['Probability', 'The Naive Bayes Algorithm', 'What Next?']",https://courses.analyticsvidhya.com/courses/naive-bayes,"course_name: Naive Bayes from Scratch, description: Naive Bayes ranks in the top echelons of the machine learning algorithms pantheon. It is a popular and widely used machine learning algorithm and is often the go-to technique when dealing with classification problems.
The beauty of Naive Bayes lies in it’s incredible speed. You’ll soon see how fast the Naive Bayes algorithm works as compared to other classification algorithms. It works on the Bayes theorem of probability to predict the class of unknown datasets. You’ll learn all about this inside the course!
So whether you’re trying to solve a classic HR analytics problem like predicting who gets promoted, or you’re aiming to predict loan default - the Naive Bayes algorithm will get you on your way., curriculum: Probability, The Naive Bayes Algorithm, What Next?, "
Learn Swift for Data Science,"he Swift programming language is quickly becoming the language of choice for a lot of data science experts and professionals. Swift’s flexibility, ease of use, excellent documentation, and quick execution speed are key reasons behind the language’s recent prominence in the data science space.
Swift is a more efficient, stable and secure programming language as compared to Python. In fact, Swift is also a good language to build for mobile. In fact, it’s the official language for developing iOS applications for the iPhone!
The cherry on the cake for Swift? It has the support of the likes of Google, Apple, and FastAI behind it!
“I always hope that when I start looking at a new language, there will be some mind-opening new ideas to find, and Swift definitely doesn’t disappoint. Swift tries to be expressive, flexible, concise, safe, easy to use, and fast. Most languages compromise significantly in at least one of these areas.” – Jeremy Howard
And when Jeremy Howard endorses a language and starts using it for his daily data science work, you need to drop everything and listen.
In this free course on Swift for Data Science, we will learn about Swift as a programming language and how it fits into the data science space. If you’re a Python user, you’ll notice the subtle differences and the incredible similarities between the two. We showcase Swift code as well in the course so get started!","['Introduction', 'Swift Basics for Data Analysis', 'Machine Learning with Swift and TensorFlow', 'Bonus Chapter: NLP Based iOS Apps uwing Swift', 'What Next?']",https://courses.analyticsvidhya.com/courses/learn-swift-for-data-science,"course_name: Learn Swift for Data Science, description: he Swift programming language is quickly becoming the language of choice for a lot of data science experts and professionals. Swift’s flexibility, ease of use, excellent documentation, and quick execution speed are key reasons behind the language’s recent prominence in the data science space.
Swift is a more efficient, stable and secure programming language as compared to Python. In fact, Swift is also a good language to build for mobile. In fact, it’s the official language for developing iOS applications for the iPhone!
The cherry on the cake for Swift? It has the support of the likes of Google, Apple, and FastAI behind it!
“I always hope that when I start looking at a new language, there will be some mind-opening new ideas to find, and Swift definitely doesn’t disappoint. Swift tries to be expressive, flexible, concise, safe, easy to use, and fast. Most languages compromise significantly in at least one of these areas.” – Jeremy Howard
And when Jeremy Howard endorses a language and starts using it for his daily data science work, you need to drop everything and listen.
In this free course on Swift for Data Science, we will learn about Swift as a programming language and how it fits into the data science space. If you’re a Python user, you’ll notice the subtle differences and the incredible similarities between the two. We showcase Swift code as well in the course so get started!, curriculum: Introduction, Swift Basics for Data Analysis, Machine Learning with Swift and TensorFlow, Bonus Chapter: NLP Based iOS Apps uwing Swift, What Next?, "
Introduction to Web Scraping using Python,"We’re sure you’ve asked these questions before. Even if you haven’t, you should start learning how these web scraping questions should be answered:
What is web scraping?
Why should you learn web scraping?
Why Python for web scraping?
What are the different Python libraries for performing web scraping?
Can I use R for web scraping?
What kind of projects can I take up after learning web scraping?
Are web scraping concepts asked in data science/machine learning interviews?
You’ll learn about these concepts inside the course and we have even provided a high-level overview of these questions after the course curriculum below.

Who is the Introduction to Web Scraping using Python Course for?
This course is for anyone who:
Wants to learn the art of web scraping using Python
Is looking to collect or gather more data for their data science or machine learning project
Wants to add a new and crucial skill to their existing data science portfolio
Is curious about Python programming
  What do you need to get started with the Introduction to Web Scraping using Python course?
Here’s what you’ll need:
A working laptop/desktop with 4 GB RAM
A working Internet connection
Basic knowledge of Python. You can take this free Python course if you need a refresher
That’s it! You’re all set to perform web scraping on your machine!","['Introduction to Web Scraping', 'Web Scraping: Procedure', 'Scraping URLs and Email IDs from a Web Page', 'Scrape Images in Python', 'Scrape Data on Page Load']",https://courses.analyticsvidhya.com/courses/introduction-to-web-scraping,"course_name: Introduction to Web Scraping using Python, description: We’re sure you’ve asked these questions before. Even if you haven’t, you should start learning how these web scraping questions should be answered:
What is web scraping?
Why should you learn web scraping?
Why Python for web scraping?
What are the different Python libraries for performing web scraping?
Can I use R for web scraping?
What kind of projects can I take up after learning web scraping?
Are web scraping concepts asked in data science/machine learning interviews?
You’ll learn about these concepts inside the course and we have even provided a high-level overview of these questions after the course curriculum below.

Who is the Introduction to Web Scraping using Python Course for?
This course is for anyone who:
Wants to learn the art of web scraping using Python
Is looking to collect or gather more data for their data science or machine learning project
Wants to add a new and crucial skill to their existing data science portfolio
Is curious about Python programming
  What do you need to get started with the Introduction to Web Scraping using Python course?
Here’s what you’ll need:
A working laptop/desktop with 4 GB RAM
A working Internet connection
Basic knowledge of Python. You can take this free Python course if you need a refresher
That’s it! You’re all set to perform web scraping on your machine!, curriculum: Introduction to Web Scraping, Web Scraping: Procedure, Scraping URLs and Email IDs from a Web Page, Scrape Images in Python, Scrape Data on Page Load, "
Tableau for Beginners,"Tableau is the gold standard in business intelligence, analytics and data visualization tools. Tableau Desktop (and now Tableau Public) have transformed the way we interact with visualizations and tell data stories to our clients, stakeholders, and to non-technical audiences around the world.
Tableau has been recognized as a Leader in the Gartner Magic Quadrant for Analytics and Business Intelligence Platforms for 8 straight years. Here’s Gartner’s most recent ranking in 2020:

In this Tableau for Beginners course, you will learn everything you need to get started with this wonderful visualization and business intelligence tool. You’ll be able to build charts like bar charts, line charts (for working with time series data), pie charts, and even get the hang of geospatial analysis using map visualizations in Tableau!
  Note: If you’re looking to build and master dashboards and storyboards in Tableau, make sure you check out the popular ‘Mastering Tableau from Scratch: Become a Data Visualization Rockstar’ course!","['Introduction', 'Concept of Visualization', 'Understanding the Length and Breadth of Tableau', 'Getting Started with Tableau', 'Different Types of Charts in Tableau', 'BONUS: Other Functionalities in Tableau', ""What's Next?""]",https://courses.analyticsvidhya.com/courses/tableau-for-beginners,"course_name: Tableau for Beginners, description: Tableau is the gold standard in business intelligence, analytics and data visualization tools. Tableau Desktop (and now Tableau Public) have transformed the way we interact with visualizations and tell data stories to our clients, stakeholders, and to non-technical audiences around the world.
Tableau has been recognized as a Leader in the Gartner Magic Quadrant for Analytics and Business Intelligence Platforms for 8 straight years. Here’s Gartner’s most recent ranking in 2020:

In this Tableau for Beginners course, you will learn everything you need to get started with this wonderful visualization and business intelligence tool. You’ll be able to build charts like bar charts, line charts (for working with time series data), pie charts, and even get the hang of geospatial analysis using map visualizations in Tableau!
  Note: If you’re looking to build and master dashboards and storyboards in Tableau, make sure you check out the popular ‘Mastering Tableau from Scratch: Become a Data Visualization Rockstar’ course!, curriculum: Introduction, Concept of Visualization, Understanding the Length and Breadth of Tableau, Getting Started with Tableau, Different Types of Charts in Tableau, BONUS: Other Functionalities in Tableau, What's Next?, "
